action,run_number,dcoord,menu_action
117,0,"(0, 2)",False
104,0,"(0, 2)",False
115,0,"(0, 2)",False
117,0,"(0, 2)",False
106,0,"(0, 2)",False
98,0,"(0, 2)",False
106,0,"(0, 2)",False
106,0,"(0, 2)",False
104,0,"(0, 2)",False
104,0,"(0, 2)",False
115,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
117,0,"(0, 2)",False
117,0,"(0, 2)",False
106,0,"(0, 2)",False
98,0,"(0, 2)",False
117,0,"(0, 2)",False
108,0,"(0, 2)",False
106,0,"(0, 2)",False
108,0,"(0, 2)",False
115,0,"(0, 2)",False
107,0,"(0, 2)",False
110,0,"(0, 2)",False
115,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
121,0,"(0, 2)",False
117,0,"(0, 2)",False
121,0,"(0, 2)",False
107,0,"(0, 2)",False
98,0,"(0, 2)",False
104,0,"(0, 2)",False
117,0,"(0, 2)",False
110,0,"(0, 2)",False
121,0,"(0, 2)",False
106,0,"(0, 2)",False
110,0,"(0, 2)",False
104,0,"(0, 2)",False
104,0,"(0, 2)",False
106,0,"(0, 2)",False
108,0,"(0, 2)",False
110,0,"(0, 2)",False
104,0,"(0, 2)",False
108,0,"(0, 2)",False
117,0,"(0, 2)",False
117,0,"(0, 2)",False
110,0,"(0, 2)",False
107,0,"(0, 2)",False
115,0,"(0, 2)",False
98,0,"(0, 2)",False
121,0,"(0, 2)",False
98,0,"(0, 2)",False
110,0,"(0, 2)",False
107,0,"(0, 2)",False
121,0,"(0, 2)",False
107,0,"(0, 2)",False
107,0,"(0, 2)",False
110,0,"(0, 2)",False
107,0,"(0, 2)",False
115,0,"(0, 2)",False
115,0,"(0, 2)",False
110,0,"(0, 2)",False
117,0,"(0, 2)",False
98,0,"(0, 2)",False
117,0,"(0, 2)",False
115,0,"(0, 2)",False
115,0,"(0, 2)",False
106,0,"(0, 2)",False
98,0,"(0, 2)",False
108,0,"(0, 2)",False
106,0,"(0, 2)",False
106,0,"(0, 2)",False
115,0,"(0, 2)",False
115,0,"(0, 2)",False
115,0,"(0, 2)",False
121,0,"(0, 2)",False
98,0,"(0, 2)",False
108,0,"(0, 2)",False
104,0,"(0, 2)",False
121,0,"(0, 2)",False
104,0,"(0, 2)",False
104,0,"(0, 2)",False
121,0,"(0, 2)",False
121,0,"(0, 2)",False
106,0,"(0, 2)",False
117,0,"(0, 2)",False
121,0,"(0, 2)",False
115,0,"(0, 2)",False
108,0,"(0, 2)",False
110,0,"(0, 2)",False
107,0,"(0, 2)",False
98,0,"(0, 2)",False
106,0,"(0, 2)",False
104,0,"(0, 2)",False
104,0,"(0, 2)",False
121,0,"(0, 2)",False
98,0,"(0, 2)",False
104,0,"(0, 2)",False
115,0,"(0, 2)",False
110,0,"(0, 2)",False
106,0,"(0, 2)",False
115,0,"(0, 2)",False
115,0,"(0, 2)",False
117,0,"(0, 2)",False
110,0,"(0, 2)",False
106,0,"(0, 2)",False
107,0,"(0, 2)",False
108,0,"(0, 2)",False
107,0,"(0, 2)",False
121,0,"(0, 2)",False
106,0,"(0, 2)",False
121,0,"(0, 2)",False
117,0,"(0, 2)",False
104,0,"(0, 2)",False
121,0,"(0, 2)",False
106,0,"(0, 2)",False
104,0,"(0, 2)",False
117,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
115,0,"(0, 2)",False
110,0,"(0, 2)",False
117,0,"(0, 2)",False
110,0,"(0, 2)",False
117,0,"(0, 2)",False
106,0,"(0, 2)",False
121,0,"(0, 2)",False
110,0,"(0, 2)",False
117,0,"(0, 2)",False
106,0,"(0, 2)",False
98,0,"(0, 2)",False
104,0,"(0, 2)",False
98,0,"(0, 2)",False
98,0,"(0, 2)",False
108,0,"(0, 2)",False
115,0,"(0, 2)",False
121,0,"(0, 2)",False
106,0,"(0, 2)",False
104,0,"(0, 2)",False
106,0,"(0, 2)",False
107,0,"(0, 2)",False
121,0,"(0, 2)",False
106,0,"(0, 2)",False
115,0,"(0, 2)",False
121,0,"(0, 2)",False
104,0,"(0, 2)",False
106,0,"(0, 2)",False
115,0,"(0, 2)",False
115,0,"(0, 2)",False
104,0,"(0, 2)",False
104,0,"(0, 2)",False
104,0,"(0, 2)",False
115,0,"(0, 2)",False
98,0,"(0, 2)",False
107,0,"(0, 2)",False
98,0,"(0, 2)",False
117,0,"(0, 2)",False
106,0,"(0, 2)",False
117,0,"(0, 2)",False
115,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
115,0,"(0, 2)",False
104,0,"(0, 2)",False
115,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
117,0,"(0, 2)",False
107,0,"(0, 2)",False
104,0,"(0, 2)",False
110,0,"(0, 2)",False
117,0,"(0, 2)",False
101,0,"(0, 2)",False
111,0,"(0, 2)",True
108,0,"(0, 2)",False
98,0,"(0, 2)",False
108,0,"(0, 2)",False
117,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
108,0,"(0, 2)",False
107,0,"(0, 2)",False
110,0,"(0, 2)",False
117,0,"(0, 2)",False
106,0,"(0, 2)",False
106,0,"(0, 2)",False
98,0,"(0, 2)",False
107,0,"(0, 2)",False
121,0,"(0, 2)",False
107,0,"(0, 2)",False
121,0,"(0, 2)",False
104,0,"(0, 2)",False
115,0,"(0, 2)",False
98,0,"(0, 2)",False
104,0,"(0, 2)",False
95,0,"(0, 2)",False
117,0,"(0, 2)",True
108,0,"(0, 2)",True
108,0,"(0, 2)",True
108,0,"(0, 2)",True
108,0,"(0, 2)",True
108,0,"(0, 2)",True
46,0,"(0, 2)",True
62,0,"(0, 2)",False
32,0,"(0, 2)",True
104,0,"(0, 3)",False
44,0,"(0, 3)",False
107,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
101,0,"(0, 3)",False
27,0,"(0, 3)",True
98,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
95,0,"(0, 3)",False
110,0,"(0, 3)",True
106,0,"(0, 3)",True
46,0,"(0, 3)",True
108,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
104,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
44,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
117,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
107,0,"(0, 3)",False
95,0,"(0, 3)",False
106,0,"(0, 3)",True
106,0,"(0, 3)",True
106,0,"(0, 3)",True
106,0,"(0, 3)",True
106,0,"(0, 3)",True
46,0,"(0, 3)",True
107,0,"(0, 3)",False
95,0,"(0, 3)",False
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
107,0,"(0, 3)",True
107,0,"(0, 3)",True
46,0,"(0, 3)",True
107,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
108,0,"(0, 3)",False
106,0,"(0, 3)",False
110,0,"(0, 3)",False
108,0,"(0, 3)",False
117,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
117,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
121,0,"(0, 3)",False
106,0,"(0, 3)",False
107,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
121,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
98,0,"(0, 3)",False
108,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
104,0,"(0, 3)",False
104,0,"(0, 3)",False
115,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
106,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
107,0,"(0, 3)",False
121,0,"(0, 3)",False
108,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
98,0,"(0, 3)",False
106,0,"(0, 3)",False
108,0,"(0, 3)",False
104,0,"(0, 3)",False
108,0,"(0, 3)",False
117,0,"(0, 3)",False
104,0,"(0, 3)",False
110,0,"(0, 3)",False
117,0,"(0, 3)",False
107,0,"(0, 3)",False
104,0,"(0, 3)",False
117,0,"(0, 3)",False
110,0,"(0, 3)",False
98,0,"(0, 3)",False
110,0,"(0, 3)",False
107,0,"(0, 3)",False
115,0,"(0, 3)",False
110,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
115,0,"(0, 3)",False
108,0,"(0, 3)",False
115,0,"(0, 3)",False
107,0,"(0, 3)",False
107,0,"(0, 3)",False
101,0,"(0, 3)",False
27,0,"(0, 3)",True
115,0,"(0, 3)",False
106,0,"(0, 3)",False
95,0,"(0, 3)",False
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
117,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
108,0,"(0, 3)",True
46,0,"(0, 3)",True
110,0,"(0, 3)",False
110,0,"(0, 3)",False
101,0,"(0, 3)",False
121,0,"(0, 3)",True
108,0,"(0, 3)",False
117,0,"(0, 3)",False
95,0,"(0, 3)",False
46,0,"(0, 3)",True
62,0,"(0, 3)",False
32,0,"(0, 3)",True
98,0,"(0, 4)",False
104,0,"(0, 4)",False
68,0,"(0, 4)",False
88,0,"(0, 4)",True
32,0,"(0, 4)",True
46,0,"(0, 4)",True
13,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
44,0,"(0, 4)",False
97,0,"(0, 4)",True
98,0,"(0, 4)",True
99,0,"(0, 4)",True
100,0,"(0, 4)",True
101,0,"(0, 4)",True
102,0,"(0, 4)",True
103,0,"(0, 4)",True
104,0,"(0, 4)",True
105,0,"(0, 4)",True
13,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
104,0,"(0, 4)",False
117,0,"(0, 4)",False
108,0,"(0, 4)",False
115,0,"(0, 4)",False
95,0,"(0, 4)",False
110,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
46,0,"(0, 4)",True
110,0,"(0, 4)",False
108,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
108,0,"(0, 4)",False
106,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
110,0,"(0, 4)",False
110,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
32,0,"(0, 4)",True
44,0,"(0, 4)",False
13,0,"(0, 4)",True
101,0,"(0, 4)",False
27,0,"(0, 4)",True
106,0,"(0, 4)",False
115,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
95,0,"(0, 4)",False
110,0,"(0, 4)",True
110,0,"(0, 4)",True
110,0,"(0, 4)",True
110,0,"(0, 4)",True
110,0,"(0, 4)",True
110,0,"(0, 4)",True
110,0,"(0, 4)",True
110,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
46,0,"(0, 4)",True
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
107,0,"(0, 4)",False
110,0,"(0, 4)",False
110,0,"(0, 4)",False
110,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
98,0,"(0, 4)",False
108,0,"(0, 4)",False
121,0,"(0, 4)",False
106,0,"(0, 4)",False
117,0,"(0, 4)",False
117,0,"(0, 4)",False
107,0,"(0, 4)",False
121,0,"(0, 4)",False
106,0,"(0, 4)",False
117,0,"(0, 4)",False
110,0,"(0, 4)",False
117,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
106,0,"(0, 4)",False
108,0,"(0, 4)",False
95,0,"(0, 4)",False
108,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
108,0,"(0, 4)",True
46,0,"(0, 4)",True
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
117,0,"(0, 4)",False
32,0,"(0, 4)",True
117,0,"(0, 4)",False
108,0,"(0, 4)",False
117,0,"(0, 4)",False
32,0,"(0, 4)",True
44,0,"(0, 4)",False
36,0,"(0, 4)",True
13,0,"(0, 4)",True
101,0,"(0, 4)",False
121,0,"(0, 4)",True
32,0,"(0, 4)",True
110,0,"(0, 4)",False
101,0,"(0, 4)",False
121,0,"(0, 4)",True
108,0,"(0, 4)",False
108,0,"(0, 4)",False
32,0,"(0, 4)",True
44,0,"(0, 4)",False
36,0,"(0, 4)",True
13,0,"(0, 4)",True
101,0,"(0, 4)",False
121,0,"(0, 4)",True
32,0,"(0, 4)",True
98,0,"(0, 4)",False
32,0,"(0, 4)",True
44,0,"(0, 4)",False
98,0,"(0, 4)",True
13,0,"(0, 4)",True
101,0,"(0, 4)",False
27,0,"(0, 4)",True
108,0,"(0, 4)",False
101,0,"(0, 4)",False
27,0,"(0, 4)",True
117,0,"(0, 4)",False
108,0,"(0, 4)",False
98,0,"(0, 4)",False
108,0,"(0, 4)",False
117,0,"(0, 4)",False
108,0,"(0, 4)",False
106,0,"(0, 4)",False
104,0,"(0, 4)",False
110,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
62,0,"(0, 4)",False
32,0,"(0, 4)",True
60,0,"(0, 5)",False
32,0,"(0, 5)",True
117,0,"(0, 4)",False
108,0,"(0, 4)",False
44,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
106,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
95,0,"(0, 4)",False
98,0,"(0, 4)",True
98,0,"(0, 4)",True
98,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
46,0,"(0, 4)",True
104,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
115,0,"(0, 4)",False
95,0,"(0, 4)",False
46,0,"(0, 4)",True
115,0,"(0, 4)",False
95,0,"(0, 4)",False
46,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
104,0,"(0, 4)",False
108,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
32,0,"(0, 4)",True
44,0,"(0, 4)",False
13,0,"(0, 4)",True
101,0,"(0, 4)",False
27,0,"(0, 4)",True
108,0,"(0, 4)",False
108,0,"(0, 4)",False
101,0,"(0, 4)",False
121,0,"(0, 4)",True
104,0,"(0, 4)",False
101,0,"(0, 4)",False
121,0,"(0, 4)",True
104,0,"(0, 4)",False
104,0,"(0, 4)",False
32,0,"(0, 4)",True
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
110,0,"(0, 4)",False
98,0,"(0, 4)",False
110,0,"(0, 4)",False
106,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
108,0,"(0, 4)",False
95,0,"(0, 4)",False
46,0,"(0, 4)",True
104,0,"(0, 4)",False
104,0,"(0, 4)",False
117,0,"(0, 4)",False
121,0,"(0, 4)",False
98,0,"(0, 4)",False
98,0,"(0, 4)",False
95,0,"(0, 4)",False
46,0,"(0, 4)",True
110,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
32,0,"(0, 4)",True
44,0,"(0, 4)",False
13,0,"(0, 4)",True
101,0,"(0, 4)",False
121,0,"(0, 4)",True
101,0,"(0, 4)",False
121,0,"(0, 4)",True
32,0,"(0, 4)",True
106,0,"(0, 4)",False
110,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
110,0,"(0, 4)",False
121,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
110,0,"(0, 4)",False
107,0,"(0, 4)",False
115,0,"(0, 4)",False
110,0,"(0, 4)",False
108,0,"(0, 4)",False
115,0,"(0, 4)",False
108,0,"(0, 4)",False
107,0,"(0, 4)",False
115,0,"(0, 4)",False
95,0,"(0, 4)",False
110,0,"(0, 4)",True
108,0,"(0, 4)",True
46,0,"(0, 4)",True
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
117,0,"(0, 4)",False
107,0,"(0, 4)",False
110,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
107,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
117,0,"(0, 4)",False
117,0,"(0, 4)",False
44,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
106,0,"(0, 4)",False
117,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
107,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
110,0,"(0, 4)",False
107,0,"(0, 4)",False
107,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
98,0,"(0, 4)",False
121,0,"(0, 4)",False
98,0,"(0, 4)",False
110,0,"(0, 4)",False
121,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
106,0,"(0, 4)",False
117,0,"(0, 4)",False
115,0,"(0, 4)",False
104,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
98,0,"(0, 4)",False
98,0,"(0, 4)",False
108,0,"(0, 4)",False
117,0,"(0, 4)",False
98,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
95,0,"(0, 4)",False
121,0,"(0, 4)",True
121,0,"(0, 4)",True
121,0,"(0, 4)",True
121,0,"(0, 4)",True
104,0,"(0, 4)",True
104,0,"(0, 4)",True
46,0,"(0, 4)",True
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
95,0,"(0, 4)",False
121,0,"(0, 4)",True
121,0,"(0, 4)",True
121,0,"(0, 4)",True
121,0,"(0, 4)",True
107,0,"(0, 4)",True
46,0,"(0, 4)",True
121,0,"(0, 4)",False
115,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
108,0,"(0, 4)",False
121,0,"(0, 4)",False
107,0,"(0, 4)",False
107,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
115,0,"(0, 4)",False
98,0,"(0, 4)",False
104,0,"(0, 4)",False
107,0,"(0, 4)",False
108,0,"(0, 4)",False
98,0,"(0, 4)",False
104,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
98,0,"(0, 4)",False
121,0,"(0, 4)",False
106,0,"(0, 4)",False
121,0,"(0, 4)",False
98,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
107,0,"(0, 4)",False
115,0,"(0, 4)",False
110,0,"(0, 4)",False
117,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
104,0,"(0, 4)",False
104,0,"(0, 4)",False
108,0,"(0, 4)",False
110,0,"(0, 4)",False
110,0,"(0, 4)",False
106,0,"(0, 4)",False
107,0,"(0, 4)",False
117,0,"(0, 4)",False
115,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
107,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
108,0,"(0, 4)",False
115,0,"(0, 4)",False
110,0,"(0, 4)",False
117,0,"(0, 4)",False
108,0,"(0, 4)",False
110,0,"(0, 4)",False
117,0,"(0, 4)",False
115,0,"(0, 4)",False
108,0,"(0, 4)",False
106,0,"(0, 4)",False
104,0,"(0, 4)",False
117,0,"(0, 4)",False
106,0,"(0, 4)",False
107,0,"(0, 4)",False
98,0,"(0, 4)",False
121,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
98,0,"(0, 4)",False
107,0,"(0, 4)",False
106,0,"(0, 4)",False
115,0,"(0, 4)",False
121,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
98,0,"(0, 4)",False
104,0,"(0, 4)",False
68,0,"(0, 4)",False
88,0,"(0, 4)",True
32,0,"(0, 4)",True
46,0,"(0, 4)",True
13,0,"(0, 4)",True
32,0,"(0, 4)",True
44,0,"(0, 4)",False
97,0,"(0, 4)",True
98,0,"(0, 4)",True
13,0,"(0, 4)",True
32,0,"(0, 4)",True
115,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
115,0,"(0, 4)",False
110,0,"(0, 4)",False
108,0,"(0, 4)",False
115,0,"(0, 4)",False
104,0,"(0, 4)",False
107,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
108,0,"(0, 4)",False
98,0,"(0, 4)",False
121,0,"(0, 4)",False
115,0,"(0, 4)",False
106,0,"(0, 4)",False
115,0,"(0, 4)",False
104,0,"(0, 4)",False
107,0,"(0, 4)",False
98,0,"(0, 4)",False
115,0,"(0, 4)",False
104,0,"(0, 4)",False
121,0,"(0, 4)",False
110,0,"(0, 4)",False
107,0,"(0, 4)",False
110,0,"(0, 4)",False
108,0,"(0, 4)",False
108,0,"(0, 4)",False
104,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
115,0,"(0, 4)",False
106,0,"(0, 4)",False
115,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
115,0,"(0, 4)",False
115,0,"(0, 4)",False
98,0,"(0, 4)",False
98,0,"(0, 4)",False
106,0,"(0, 4)",False
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
32,0,"(0, 4)",True
98,0,"(0, 4)",False
108,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
110,0,"(0, 4)",False
110,0,"(0, 4)",False
121,0,"(0, 4)",False
98,0,"(0, 4)",False
108,0,"(0, 4)",False
110,0,"(0, 4)",False
106,0,"(0, 4)",False
106,0,"(0, 4)",False
121,0,"(0, 4)",False
104,0,"(0, 4)",False
115,0,"(0, 4)",False
107,0,"(0, 4)",False
110,0,"(0, 4)",False
98,0,"(0, 4)",False
108,0,"(0, 4)",False
104,0,"(0, 4)",False
107,0,"(0, 4)",False
115,0,"(0, 4)",False
117,0,"(0, 4)",False
104,0,"(0, 4)",False
107,0,"(0, 4)",False
107,0,"(0, 4)",False
